# beta	CoR_abs	peak_flow_stress_GPa	peak_contact_force_N
# estimated rows fill segmented or unusable runs for plotting only
0.1	0.04410997	0.635832415	0.694258516
0.5	0.04356561	0.660624897	0.556005514
0.9	0.04959452	0.649964976	0.45076161
